# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-allGenes.gtf" "-o" "CD24Mid-1.counts.txt" "CD24Mid-1.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-1.filtered.bam
ENSMUST00000049272.4	chr11;chr11	96303512;96304890	96304175;96306120	+;+	1895	0
ENSMUST00000083585.1	chr11	96317165	96317274	+	110	0
ENSMUST00000049241.8	chr11;chr11	96318267;96320030	96319223;96321638	+;+	2566	19
ENSMUST00000093944.9	chr11;chr11;chr11;chr11	96323326;96341064;96344100;96345546	96323445;96341151;96344696;96347930	+;+;+;+	3190	1
ENSMUST00000123091.7	chr11;chr11;chr11	96328062;96341064;96344100	96328433;96341151;96344303	+;+;+	664	1
ENSMUST00000130733.1	chr11;chr11;chr11	96336299;96338993;96341957	96336588;96339085;96342108	-;-;-	535	1
ENSMUST00000143462.1	chr11;chr11;chr11	96340945;96341064;96341442	96340969;96341151;96341774	+;+;+	446	0
ENSMUST00000147410.3	chr11;chr11;chr11;chr11	96343072;96346827;96348289;96353060	96343225;96346885;96348388;96354691	-;-;-;-	1945	1
ENSMUST00000055334.2	chr11;chr11	96343769;96345546	96344696;96346507	+;+	1890	0
ENSMUST00000131275.2	chr11;chr11	96345481;96346827	96346698;96347923	-;-	2315	0
ENSMUST00000182030.1	chr11	96350525	96353658	+	3134	2
ENSMUST00000100523.6	chr11;chr11	96351631;96352950	96352195;96354012	+;+	1628	0
ENSMUST00000019117.2	chr11;chr11	96365752;96366811	96366391;96368256	+;+	2086	0
ENSMUST00000123805.1	chr11;chr11	96366258;96366811	96366627;96367221	+;+	781	0
ENSMUST00000117614.1	chr11	96392112	96392666	+	555	92
ENSMUST00000153012.1	chr11;chr11;chr11	96448323;96463571;96464089	96448457;96463615;96464547	-;-;-	639	0
ENSMUST00000103154.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96464593;96489823;96526043;96541385;96702609;96704063;96708566;96710860;96713017;96723350;96731125;96754031;96758622	96464750;96489928;96526068;96541486;96702686;96704146;96708690;96710923;96713202;96723397;96731225;96754139;96758941	+;+;+;+;+;+;+;+;+;+;+;+;+	1507	0
ENSMUST00000100521.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96464593;96489823;96526043;96541385;96702609;96704063;96708566;96710860;96713017;96731125;96758622	96464750;96489928;96526068;96541486;96702686;96704146;96708690;96710923;96713202;96731225;96759130	+;+;+;+;+;+;+;+;+;+;+	1539	0
ENSMUST00000100519.10	chr11;chr11;chr11	96464600;96489823;96492876	96464750;96489928;96493718	+;+;+	1100	0
ENSMUST00000136836.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96464624;96489823;96526043;96541385;96708566;96710860;96713017;96731125	96464750;96489928;96526068;96541486;96708690;96710923;96713202;96732439	+;+;+;+;+;+;+;+	2051	2
ENSMUST00000071510.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96464627;96489823;96526043;96541385;96702609;96704063;96708566;96710860;96713017;96731125;96754031;96758622	96464750;96489928;96526068;96541486;96702686;96704146;96708690;96710923;96713202;96731225;96754139;96758941	+;+;+;+;+;+;+;+;+;+;+;+	1425	0
ENSMUST00000107662.8	chr11;chr11;chr11;chr11;chr11	96464633;96489823;96526043;96541385;96581183	96464750;96489928;96526068;96541486;96582691	+;+;+;+;+	1861	0
ENSMUST00000107663.3	chr11;chr11;chr11;chr11;chr11	96464681;96489823;96526043;96541385;96677934	96464750;96489928;96526068;96541486;96678371	+;+;+;+;+	742	0
ENSMUST00000149988.1	chr11;chr11;chr11	96483782;96489823;96491848	96483899;96489928;96493718	+;+;+	2095	0
ENSMUST00000127639.1	chr11;chr11;chr11;chr11;chr11	96489861;96526043;96541385;96702609;96704063	96489928;96526068;96541486;96702686;96704431	+;+;+;+;+	643	0
ENSMUST00000123814.1	chr11;chr11;chr11	96708235;96710860;96713017	96708690;96710923;96713202	+;+;+	706	0
ENSMUST00000124865.1	chr11;chr11	96766802;96767585	96766907;96768269	+;+	791	1
ENSMUST00000021246.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96767555;96770639;96771029;96772782;96773136;96774441;96775374;96776968;96777455	96769322;96770851;96771124;96772882;96773222;96774495;96775433;96777061;96777531	-;-;-;-;-;-;-;-;-	2551	0
ENSMUST00000107661.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96767877;96770639;96771029;96772782;96773136;96774441;96776968;96777455	96769322;96770851;96771124;96772882;96773222;96774495;96777061;96777559	-;-;-;-;-;-;-;-	2197	0
ENSMUST00000127375.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96769891;96770639;96771029;96772782;96773136;96774441;96775374;96776968;96777455	96769943;96770851;96771124;96772882;96773222;96774495;96775433;96777061;96777492	-;-;-;-;-;-;-;-;-	797	5
ENSMUST00000125025.1	chr11;chr11	96770098;96771029	96770851;96771050	-;-	776	11
ENSMUST00000132354.1	chr11;chr11;chr11	96772537;96773136;96774441	96772882;96773222;96774641	-;-;-	634	8
ENSMUST00000136799.1	chr11;chr11	96776300;96777455	96777061;96777520	-;-	828	18
ENSMUST00000018810.9	chr11;chr11;chr11;chr11	96789127;96800771;96801429;96802728	96789353;96800947;96801606;96803969	+;+;+;+	1824	48
ENSMUST00000134585.7	chr11;chr11;chr11;chr11;chr11	96789137;96800771;96801429;96802728;96806616	96789353;96800947;96801606;96802998;96808149	+;+;+;+;+	2377	1351
ENSMUST00000093943.9	chr11;chr11;chr11;chr11;chr11;chr11	96789159;96800771;96801429;96802728;96806616;96808184	96789353;96800947;96801606;96802822;96806764;96808640	+;+;+;+;+;+	1251	3
ENSMUST00000141257.1	chr11;chr11	96789175;96800771	96789353;96801405	+;+	814	12
ENSMUST00000079702.3	chr11;chr11;chr11;chr11;chr11	96789249;96800771;96801429;96802728;96808184	96789353;96800947;96801606;96802822;96808540	+;+;+;+;+	912	0
ENSMUST00000119491.1	chr11	96795439	96795825	-	387	12
ENSMUST00000167110.7	chr11;chr11;chr11;chr11	96817414;96821251;96822104;96823945	96820516;96821409;96822319;96824013	-;-;-;-	3547	0
ENSMUST00000169828.7	chr11;chr11;chr11;chr11	96817414;96821251;96822104;96824076	96820516;96821409;96822319;96824127	-;-;-;-	3530	0
ENSMUST00000167149.7	chr11;chr11;chr11;chr11;chr11	96817414;96821251;96822104;96827198;96829411	96820516;96821409;96822319;96828223;96829502	-;-;-;-;-	4596	0
ENSMUST00000081775.11	chr11;chr11;chr11;chr11;chr11	96817414;96821251;96822104;96827198;96829819	96820516;96821409;96822319;96828223;96829968	-;-;-;-;-	4654	0
ENSMUST00000107658.7	chr11;chr11;chr11;chr11	96817431;96821251;96822104;96827198	96820516;96821409;96822319;96827955	-;-;-;-	4219	0
ENSMUST00000107659.7	chr11;chr11;chr11;chr11;chr11	96817599;96819395;96821251;96822104;96827198	96817930;96820516;96821409;96822319;96827719	-;-;-;-;-	2351	0
ENSMUST00000107657.7	chr11;chr11;chr11;chr11;chr11	96818182;96821251;96822104;96827198;96829823	96820516;96821409;96822319;96828223;96829955	-;-;-;-;-	3869	0
ENSMUST00000126949.7	chr11;chr11;chr11;chr11	96820093;96821251;96822104;96824076	96820516;96821409;96822319;96824127	-;-;-;-	851	0
ENSMUST00000142065.1	chr11;chr11;chr11;chr11	96820470;96821251;96822104;96823945	96820516;96821409;96822319;96824008	-;-;-;-	486	0
ENSMUST00000134951.1	chr11;chr11;chr11	96821346;96822104;96822409	96821409;96822319;96822725	-;-;-	597	12
ENSMUST00000140138.1	chr11;chr11	96822223;96824296	96822319;96824552	-;-	354	3
ENSMUST00000135836.1	chr11;chr11	96827733;96829411	96828223;96829501	-;-	582	0
ENSMUST00000155696.1	chr11;chr11	96849870;96850673	96849996;96851590	+;+	1045	0
ENSMUST00000018816.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96849876;96850673;96853435;96854058;96854584;96855256;96856672;96857553;96860863	96849996;96850741;96853516;96854149;96854639;96855333;96856723;96857591;96861203	+;+;+;+;+;+;+;+;+	930	0
ENSMUST00000145633.1	chr11;chr11;chr11;chr11;chr11	96849881;96850673;96852111;96853435;96854058	96849996;96850741;96852154;96853516;96854153	+;+;+;+;+	407	0
ENSMUST00000083581.1	chr11	96850393	96850465	+	73	0
ENSMUST00000154191.1	chr11;chr11;chr11;chr11	96853900;96854584;96855256;96856672	96854149;96854639;96855333;96856940	+;+;+;+	653	0
ENSMUST00000147710.1	chr11;chr11;chr11;chr11;chr11;chr11	96854131;96854584;96855260;96856672;96857553;96860863	96854149;96854639;96855333;96856723;96857591;96861203	+;+;+;+;+;+	581	0
ENSMUST00000143569.1	chr11;chr11;chr11	96862997;96863833;96873853	96863571;96863946;96873948	-;-;-	785	0
ENSMUST00000184482.7	chr11;chr11;chr11;chr11	96863290;96863833;96872277;96873853	96863571;96864105;96872421;96873954	-;-;-;-	802	0
ENSMUST00000183967.1	chr11;chr11;chr11	96863419;96863833;96873853	96863571;96864105;96873934	-;-;-	508	0
ENSMUST00000119349.1	chr11	96870195	96871001	+	807	0
ENSMUST00000103152.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96907426;96908230;96908714;96909941;96910657;96911080;96911552;96911873;96912217;96913006;96913382;96913665;96916151;96916384	96908122;96908401;96908919;96910029;96910738;96911181;96911696;96912009;96912395;96913054;96913482;96913796;96916196;96916496	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2250	0
ENSMUST00000134732.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96907426;96908230;96908714;96909941;96910657;96911080;96911552;96911873;96912217;96913382;96913665;96916151;96916384	96908122;96908401;96908919;96910029;96910738;96911181;96911696;96912009;96912395;96913482;96913796;96916196;96916496	-;-;-;-;-;-;-;-;-;-;-;-;-	2201	0
ENSMUST00000154289.1	chr11;chr11	96907816;96908230	96908122;96908758	-;-	836	7
ENSMUST00000149033.1	chr11;chr11	96911456;96912217	96912009;96912869	-;-	1207	16
ENSMUST00000127048.7	chr11;chr11;chr11;chr11;chr11;chr11	96911945;96912217;96913006;96913382;96913665;96916151	96912009;96912395;96913054;96913482;96913796;96916392	-;-;-;-;-;-	768	0
ENSMUST00000156315.7	chr11;chr11;chr11;chr11;chr11;chr11	96911962;96912217;96913006;96913382;96913665;96916051	96912009;96912395;96913054;96913482;96913796;96916107	-;-;-;-;-;-	566	0
ENSMUST00000153305.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11	96911984;96912217;96913006;96913382;96913665;96916151;96916384	96912009;96912436;96913054;96913482;96913796;96916196;96916429	-;-;-;-;-;-;-	620	0
ENSMUST00000144731.7	chr11;chr11;chr11;chr11;chr11	96912217;96913006;96913382;96913665;96916151	96912395;96913054;96913482;96913877;96916366	-;-;-;-;-	758	0
ENSMUST00000147573.7	chr11;chr11;chr11;chr11;chr11;chr11	96912238;96913006;96913382;96913665;96916051;96916384	96912395;96913054;96913482;96913796;96916196;96916414	-;-;-;-;-;-	617	0
ENSMUST00000130774.1	chr11;chr11;chr11;chr11;chr11;chr11	96912348;96913006;96913382;96913665;96916151;96916384	96912395;96913054;96913482;96913877;96916196;96916414	-;-;-;-;-;-	488	0
ENSMUST00000130767.1	chr11;chr11;chr11;chr11	96912685;96913382;96913665;96916151	96913054;96913482;96913796;96916367	-;-;-;-	820	2
ENSMUST00000131501.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11	96916270;96924025;96939323;96939534;96941560;96944845;96952581	96916579;96924338;96939434;96940981;96941782;96945093;96953466	+;+;+;+;+;+;+	3542	27
ENSMUST00000134436.1	chr11;chr11	96918941;96921799	96921049;96922493	-;-	2804	7
ENSMUST00000132865.1	chr11;chr11	96928104;96929277	96928310;96929492	+;+	423	7
ENSMUST00000054311.5	chr11;chr11	96929302;96934515	96929509;96935648	+;+	1342	0
ENSMUST00000107636.3	chr11;chr11;chr11	96929324;96931511;96934515	96929509;96931553;96937830	+;+;+	3545	177
ENSMUST00000062172.5	chr11;chr11	96929394;96934518	96929509;96935643	+;+	1242	0
ENSMUST00000107633.1	chr11;chr11	96931387;96934518	96931553;96935280	+;+	930	4
ENSMUST00000153896.1	chr11;chr11;chr11;chr11;chr11;chr11	96937825;96939255;96939648;96940016;96942410;96943731	96939083;96939325;96939776;96940955;96942534;96943779	-;-;-;-;-;-	2573	0
ENSMUST00000018803.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11	96937825;96939255;96939648;96940016;96940856;96942410;96943731	96939083;96939325;96939776;96940069;96940955;96942534;96943986	-;-;-;-;-;-;-	1994	0
ENSMUST00000107629.1	chr11;chr11;chr11;chr11	96939503;96940016;96942410;96943731	96939776;96940069;96942534;96943958	-;-;-;-	681	1
ENSMUST00000135825.8	chr11;chr11;chr11;chr11;chr11;chr11	96944165;96944845;96952581;96959554;96960861;96963571	96944214;96945093;96952728;96960281;96960996;96965060	+;+;+;+;+;+	2801	127
ENSMUST00000107628.7	chr11;chr11;chr11;chr11;chr11;chr11	96944189;96944845;96952581;96958853;96959340;96959554	96944214;96945093;96952728;96959024;96959451;96960062	+;+;+;+;+;+	1216	18
ENSMUST00000186326.1	chr11;chr11;chr11;chr11;chr11;chr11	96944312;96944845;96952581;96959554;96960861;96963571	96944350;96945093;96952728;96959615;96960996;96963895	+;+;+;+;+;+	959	4
ENSMUST00000107624.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11	96953341;96955775;96956105;96957424;96961038;96963365;96977621	96954570;96955968;96956279;96957736;96962009;96963444;96977711	-;-;-;-;-;-;-	3055	4
ENSMUST00000107623.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11	96953473;96955775;96956105;96957424;96961038;96963365;96968588	96954570;96955968;96956279;96957736;96962009;96963441;96968665	-;-;-;-;-;-;-	2907	0
ENSMUST00000062652.6	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	96954219;96955775;96956105;96957424;96961038;96963365;96981412;96982853	96954570;96955968;96956279;96957736;96962009;96963444;96981585;96982959	-;-;-;-;-;-;-;-	2367	0
ENSMUST00000047997.7	chr11;chr11	97013394;97021406	97013610;97024734	+;+	3546	0
ENSMUST00000107622.1	chr11;chr11	97018733;97021406	97019027;97024731	+;+	3621	0
ENSMUST00000128111.1	chr11;chr11	97020508;97021384	97020914;97026248	-;-	5272	0
ENSMUST00000021249.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97029938;97030416;97030880;97032089;97032755;97033064;97033319;97033666	97030055;97030589;97031061;97032288;97032970;97033229;97033499;97033958	+;+;+;+;+;+;+;+	1530	0
ENSMUST00000133054.7	chr11;chr11;chr11	97029952;97030416;97030880	97030055;97030589;97031206	+;+;+	605	5
ENSMUST00000126874.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	97030001;97030416;97030880;97032089;97032755;97033319;97033666	97030055;97030589;97031061;97032288;97033229;97033499;97033950	+;+;+;+;+;+;+	1552	0
ENSMUST00000153482.1	chr11;chr11;chr11	97030134;97030880;97032089	97030589;97031061;97032276	+;+;+	826	1
ENSMUST00000021251.6	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97034602;97035459;97035872;97036096;97036470;97038772;97040867;97041083	97035024;97035604;97035941;97036205;97036516;97038880;97040972;97041407	-;-;-;-;-;-;-;-	1336	17
ENSMUST00000120287.1	chr11	97037007	97037483	+	477	9
ENSMUST00000001485.9	chr11;chr11;chr11;chr11;chr11	97041560;97044528;97047030;97047413;97048079	97041652;97044697;97047194;97047557;97049213	+;+;+;+;+	1708	745
ENSMUST00000054252.4	chr11;chr11;chr11;chr11;chr11	97041595;97044528;97047030;97047413;97048205	97041652;97044697;97047194;97047449;97048518	+;+;+;+;+	744	0
ENSMUST00000139752.1	chr11;chr11;chr11	97048691;97050601;97051075	97048930;97050948;97051432	-;-;-	946	4
ENSMUST00000090020.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97050628;97052225;97052486;97052770;97054115;97054550;97054759;97055527;97055855;97056031;97056253;97056528;97058460;97059099;97060043;97060451;97065589;97065781;97066933;97067205;97067434;97067665;97067942	97050953;97052376;97052611;97052823;97054228;97054645;97054876;97055630;97055947;97056163;97056347;97056623;97058597;97059192;97060290;97060588;97065652;97065859;97067077;97067349;97067560;97067787;97068904	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3771	0
ENSMUST00000234699.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97050653;97052225;97052486;97052770;97054115;97054550;97054759;97055527;97055855;97056031;97056253;97056528;97058460;97059099;97060043;97060451;97065589;97065781;97066933;97067205;97067434;97067665;97067942	97050953;97052376;97052611;97052823;97054228;97054645;97054876;97055630;97055947;97056163;97056347;97056623;97058597;97059192;97060290;97060588;97065652;97065859;97067077;97067349;97067560;97067787;97068050	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2892	0
ENSMUST00000154084.7	chr11;chr11;chr11;chr11	97050820;97052225;97052527;97052770	97050953;97052376;97052611;97052823	+;+;+;+	425	0
ENSMUST00000168565.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97050820;97052225;97052527;97052770;97054115;97054550;97054759;97055527;97055855;97056031;97056253;97056528;97058460;97059111;97059117;97060043;97060451;97065589;97065781;97066933;97067205;97067434;97067665;97067942	97050953;97052376;97052611;97052823;97054228;97054645;97054876;97055630;97055947;97056163;97056347;97056623;97058610;97059112;97059192;97060290;97060588;97065652;97065859;97067077;97067349;97067560;97067787;97068904	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3535	0
ENSMUST00000142399.1	chr11;chr11;chr11	97052326;97052486;97052770	97052376;97052611;97052975	+;+;+	383	3
ENSMUST00000142406.1	chr11;chr11;chr11;chr11;chr11;chr11	97053424;97054759;97055527;97055855;97056031;97056253	97054645;97054876;97055630;97055947;97056163;97057365	+;+;+;+;+;+	2783	34
ENSMUST00000183945.1	chr11	97063768	97063874	+	107	4
ENSMUST00000143360.1	chr11;chr11;chr11;chr11;chr11	97066883;97067205;97067434;97067665;97067942	97067077;97067349;97067560;97067787;97068271	+;+;+;+;+	920	2
ENSMUST00000119956.1	chr11	97096933	97097326	+	394	0
ENSMUST00000001484.2	chr11;chr11;chr11;chr11;chr11;chr11	97098071;97099770;97099927;97101479;97101944;97114650	97099378;97099831;97100085;97101600;97102098;97115331	-;-;-;-;-;-	2488	7
ENSMUST00000119164.1	chr11	97116796	97116915	-	120	0
ENSMUST00000066078.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97136171;97138622;97139472;97146300;97146455;97147373;97148629;97148945;97149362	97137675;97139334;97139590;97146361;97146633;97147553;97148733;97149067;97149712	-;-;-;-;-;-;-;-;-	3338	0
ENSMUST00000107615.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97136173;97138622;97139472;97146300;97146455;97147373;97148629;97148945;97149362	97137675;97139334;97139590;97146361;97146630;97147553;97148733;97149067;97149712	-;-;-;-;-;-;-;-;-	3333	0
ENSMUST00000118375.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97136177;97138622;97139472;97146300;97146455;97147373;97148629;97148945;97149362;97149991	97137675;97139334;97139590;97146361;97146630;97147553;97148733;97149067;97149615;97150046	-;-;-;-;-;-;-;-;-;-	3288	0
ENSMUST00000107614.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97137099;97138622;97139472;97146300;97146455;97147373;97148629;97148945;97149362;97150959	97137675;97139334;97139590;97146361;97146633;97147553;97148733;97149067;97149615;97151036	-;-;-;-;-;-;-;-;-;-	2391	0
ENSMUST00000107613.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97138406;97139472;97142736;97146300;97146455;97147373;97147691;97148629;97148945;97149362;97149991	97139334;97139590;97142857;97146361;97146633;97147553;97147731;97148733;97149067;97149615;97150048	-;-;-;-;-;-;-;-;-;-;-	2173	1
ENSMUST00000183796.1	chr11	97146364	97146419	-	56	0
ENSMUST00000146374.2	chr11;chr11;chr11;chr11	97148629;97148945;97149362;97151374	97148733;97149067;97149615;97151495	-;-;-;-	604	0
ENSMUST00000001479.4	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97159714;97163353;97163914;97164725;97164953;97165376;97166047;97167550;97168865;97169148;97169902;97171522;97173053;97175749;97177246;97178270;97178868;97180444;97181625;97184927;97187389;97187546	97162681;97163514;97164028;97164830;97165096;97165483;97166129;97167694;97168936;97169295;97170032;97171713;97173277;97175850;97177356;97178359;97178927;97180596;97181825;97185109;97187447;97187881	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5894	9591
ENSMUST00000132296.1	chr11;chr11	97160990;97161624	97161403;97161675	+;+	466	0
ENSMUST00000132633.1	chr11;chr11;chr11	97162510;97163353;97163914	97162681;97163514;97164222	-;-;-	643	10
ENSMUST00000153727.2	chr11;chr11;chr11	97164221;97164953;97165376	97164830;97165096;97165400	-;-;-	779	37
ENSMUST00000167806.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97205842;97213771;97224659;97226729;97229830;97231889;97235055;97236065;97238094;97240929;97241804;97241951;97242603;97244428;97248202;97258274;97267595;97280201	97206134;97213878;97224793;97226868;97229893;97231998;97235115;97236169;97238258;97241043;97241837;97242047;97242803;97244535;97248323;97258351;97267679;97280486	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2307	0
ENSMUST00000172108.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97205842;97213032;97213771;97217791;97218508;97222951;97224659;97226729;97229830;97231889;97235055;97236065;97238094;97240929;97241804;97241951;97242603;97244428;97248202;97258274;97267595;97280201	97206091;97213187;97213878;97217847;97218650;97223170;97224793;97226868;97229893;97231998;97235115;97236169;97238258;97241043;97241837;97242047;97242803;97244535;97248323;97258351;97267679;97280570	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2924	0
ENSMUST00000001480.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97205844;97212280;97213032;97213771;97217791;97218508;97222951;97224659;97226729;97229830;97231889;97235055;97236065;97238094;97240929;97241804;97241951;97242603;97244428;97248202;97258274;97267595;97280201	97207268;97212327;97213187;97213878;97217847;97218650;97223170;97224793;97226868;97229893;97231998;97235115;97236169;97238258;97241043;97241837;97242047;97242803;97244535;97248323;97258351;97267679;97280638	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4215	1498
ENSMUST00000107608.2	chr11;chr11	97206908;97212280	97207268;97212462	-;-	544	27
ENSMUST00000165489.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97206933;97212280;97213032;97213771;97217791;97218508;97222951;97224659;97226729;97229830;97231889;97235055;97236065;97238094;97240929;97241804	97207268;97212327;97213187;97213878;97217847;97218650;97223170;97224793;97226868;97229893;97231998;97235115;97236221;97238258;97241043;97241866	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2078	4
ENSMUST00000165216.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97206933;97212280;97213032;97213771;97217791;97218508;97222951;97224659;97226729;97229830;97231889;97235055;97236065;97238094;97240929;97241804;97241951;97242603;97248202;97258274;97267595;97280201	97207268;97212327;97213187;97213878;97217847;97218650;97223170;97224793;97226868;97229893;97231998;97235115;97236169;97238258;97241043;97241837;97242047;97242803;97248323;97258351;97267679;97280432	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2812	0
ENSMUST00000171320.1	chr11;chr11;chr11	97207158;97212280;97213032	97207268;97212327;97213295	-;-;-	423	14
ENSMUST00000170506.1	chr11;chr11;chr11;chr11;chr11	97213537;97217791;97218508;97222951;97224659	97213878;97217847;97218650;97223170;97224761	-;-;-;-;-	865	17
ENSMUST00000133907.2	chr11;chr11;chr11;chr11;chr11	97223102;97224659;97226729;97229830;97231889	97223170;97224793;97226868;97229893;97232262	-;-;-;-;-	782	0
ENSMUST00000109294.2	chr11;chr11	97224391;97226729	97224793;97226780	-;-	455	2
ENSMUST00000147287.2	chr11;chr11;chr11	97229606;97231889;97235055	97229893;97231998;97235082	-;-;-	426	0
ENSMUST00000152820.7	chr11;chr11;chr11;chr11;chr11;chr11	97231933;97235055;97236065;97238094;97240929;97241627	97231998;97235115;97236169;97238258;97241043;97241878	-;-;-;-;-;-	764	12
ENSMUST00000163164.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	97231938;97235055;97236065;97240929;97241804;97241951;97242603	97231998;97235115;97236169;97241043;97241837;97242047;97242783	-;-;-;-;-;-;-	654	0
ENSMUST00000154372.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97235055;97236065;97238094;97240929;97241804;97241951;97242603;97244428;97248202;97250628;97258274;97267595	97235115;97236169;97238258;97241043;97241837;97242047;97242803;97244535;97248323;97250743;97258351;97267631	-;-;-;-;-;-;-;-;-;-;-;-	1239	2
ENSMUST00000146833.1	chr11;chr11	97241961;97242603	97242047;97243146	-;-	631	2
ENSMUST00000168743.7	chr11;chr11;chr11;chr11;chr11;chr11	97242634;97244428;97248232;97258274;97267595;97280201	97242803;97244535;97248323;97258351;97267679;97280408	-;-;-;-;-;-	741	0
ENSMUST00000154917.7	chr11;chr11;chr11;chr11;chr11;chr11	97244428;97248202;97258274;97263896;97267595;97280201	97244535;97248323;97258351;97264026;97267679;97280470	-;-;-;-;-;-	794	0
ENSMUST00000163950.1	chr11;chr11;chr11	97257378;97267595;97280201	97258351;97267679;97280554	-;-;-	1413	9
ENSMUST00000152546.2	chr11;chr11;chr11	97258049;97263896;97267595	97258351;97264026;97267623	-;-;-	463	0
ENSMUST00000133160.2	chr11;chr11;chr11	97280128;97280924;97282583	97280231;97281141;97282897	+;+;+	637	2
ENSMUST00000019026.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	97315716;97316747;97321443;97323851;97325709;97326782;97328086;97328482	97315939;97316924;97321560;97323949;97325757;97326931;97328259;97329920	+;+;+;+;+;+;+;+	2431	1666
ENSMUST00000132168.1	chr11;chr11;chr11	97315908;97316747;97321443	97315939;97316924;97321725	+;+;+	493	1
ENSMUST00000122313.1	chr11	97322328	97322489	-	162	0
