#1.2									
2998	8								
NAME	description	CD24Mid-1	CD24Neg-2	CD24Mid-3	CD24Neg-4	CD24Mid-5	CD24Neg-6	CD24Mid-7	CD24Neg-8
ENSMUSG00000033066	NA	59	7	131	2	90	4	137	8
ENSMUSG00000033196	NA	0	0	0	0	0	0	0	0
ENSMUSG00000033352	NA	1869	1330	1913	1313	2277	2581	2355	1455
ENSMUSG00000033389	NA	11	0	10	4	15	0	10	2
ENSMUSG00000033857	NA	3963	478	4291	443	3641	571	3843	543
ENSMUSG00000033880	NA	15151	5358	11538	5431	13014	8912	13774	5150
ENSMUSG00000033909	NA	2138	619	2102	521	2466	846	2209	646
ENSMUSG00000033953	NA	2056	853	2405	1061	2739	1951	2793	1146
ENSMUSG00000033983	NA	383	79	393	99	528	154	483	100
ENSMUSG00000033987	NA	75	72	88	61	66	117	65	93
ENSMUSG00000034031	NA	0	0	0	0	0	0	0	0
ENSMUSG00000034120	NA	11039	2773	10955	2763	12144	4344	12783	3278
ENSMUSG00000034121	NA	529	70	457	71	530	72	491	59
ENSMUSG00000034156	NA	13	6	7	0	24	2	20	12
ENSMUSG00000034164	NA	30	43	18	10	22	11	38	20
ENSMUSG00000034175	NA	878	143	929	216	793	197	834	175
ENSMUSG00000034177	NA	4161	1051	4733	1135	4947	1518	4549	980
ENSMUSG00000034187	NA	1755	780	2033	785	2092	1339	2312	818
ENSMUSG00000034201	NA	1500	1136	1084	1195	1334	1743	1328	1178
ENSMUSG00000034209	NA	1	5	6	6	4	2	7	5
ENSMUSG00000034227	NA	4	0	0	0	8	4	4	1
ENSMUSG00000034239	NA	0	0	0	0	1	2	0	0
ENSMUSG00000034247	NA	1116	665	1076	828	1048	1026	1202	730
ENSMUSG00000034255	NA	3403	2991	2758	2544	3186	4046	2962	3102
ENSMUSG00000034274	NA	1577	601	1676	525	1824	881	1865	590
ENSMUSG00000034282	NA	1406	1252	1154	1152	1617	2105	1270	1668
ENSMUSG00000034285	NA	3341	1114	3555	1148	3021	1709	3092	1011
ENSMUSG00000034297	NA	2281	1100	2579	2101	4336	3512	4068	2037
ENSMUSG00000034329	NA	476	64	568	95	831	212	982	139
ENSMUSG00000034341	NA	3009	2508	3047	2764	2672	4634	2702	2372
ENSMUSG00000034354	NA	2964	1348	3124	1385	3306	2234	3480	1345
ENSMUSG00000034394	NA	259	166	182	135	266	308	291	180
ENSMUSG00000034412	NA	653	313	642	323	681	580	574	337
ENSMUSG00000034427	NA	12807	41283	7344	41465	9406	69383	10094	54087
ENSMUSG00000034449	NA	6329	6101	4090	5943	4569	9908	4525	5537
ENSMUSG00000034471	NA	2727	1840	2662	1547	2875	2433	2377	1846
ENSMUSG00000034493	NA	15	1	3	2	4	8	2	4
ENSMUSG00000034520	NA	0	0	0	0	0	0	0	0
ENSMUSG00000034543	NA	1971	521	2167	559	2585	782	2619	637
ENSMUSG00000034566	NA	10138	5694	10425	5483	8635	8693	8990	5590
ENSMUSG00000034570	NA	1633	744	1716	568	1524	800	1788	884
ENSMUSG00000034579	NA	174	44	130	48	132	47	189	67
ENSMUSG00000034586	NA	759	498	945	546	774	629	805	398
ENSMUSG00000034587	NA	146	48	164	50	172	67	184	29
ENSMUSG00000034614	NA	203	40	156	23	202	32	188	44
ENSMUSG00000034621	NA	2791	1587	2559	2350	3553	4167	3742	2523
ENSMUSG00000034641	NA	0	0	0	0	1	0	0	0
ENSMUSG00000034652	NA	21	2	20	0	19	0	22	0
ENSMUSG00000034664	NA	50	174	47	162	26	306	46	257
ENSMUSG00000034677	NA	0	0	2	0	4	0	0	0
ENSMUSG00000034685	NA	7	2	18	4	12	0	13	0
ENSMUSG00000034706	NA	0	13	4	8	8	17	3	15
ENSMUSG00000034708	NA	5529	1715	4756	1749	4635	2534	5225	1687
ENSMUSG00000034714	NA	2622	2211	2196	2782	2356	4790	2272	2452
ENSMUSG00000034757	NA	1933	892	1990	1035	1701	1500	1684	974
ENSMUSG00000034768	NA	117	10	157	10	157	4	117	10
ENSMUSG00000034773	NA	660	10	799	31	675	33	711	33
ENSMUSG00000034793	NA	2733	554	3139	549	2378	637	2526	534
ENSMUSG00000034931	NA	1688	779	1822	708	1924	1322	1939	849
ENSMUSG00000034936	NA	356	666	175	552	284	998	216	695
ENSMUSG00000034940	NA	1643	829	1732	924	2358	1478	2226	1067
ENSMUSG00000034947	NA	1031	1941	751	2285	720	4002	898	2528
ENSMUSG00000034993	NA	3923	3739	3696	4738	2702	6813	3225	3076
ENSMUSG00000035007	NA	1001	628	1074	755	938	1200	1079	705
ENSMUSG00000035042	NA	74	1510	24	65	17	348	49	1219
ENSMUSG00000035085	NA	88	49	65	49	70	61	73	65
ENSMUSG00000035086	NA	3410	1661	3366	1928	3485	3174	3499	1904
ENSMUSG00000035112	NA	1130	174	1368	165	1293	194	811	130
ENSMUSG00000035152	NA	6138	2986	7189	3561	7821	6363	8203	3032
ENSMUSG00000035172	NA	939	609	782	715	978	1007	852	852
ENSMUSG00000035198	NA	1032	195	1307	263	1240	285	1226	207
ENSMUSG00000035208	NA	45	6	69	4	75	19	68	36
ENSMUSG00000035352	NA	0	0	0	0	0	0	0	0
ENSMUSG00000035355	NA	2	0	0	0	0	0	0	0
ENSMUSG00000035373	NA	0	0	0	0	0	0	0	0
ENSMUSG00000035385	NA	0	0	0	0	0	0	0	0
ENSMUSG00000035413	NA	4445	2687	4199	3232	3949	4819	3488	2500
ENSMUSG00000035441	NA	13995	8618	12906	7712	14095	11938	16663	8026
ENSMUSG00000035455	NA	863	19	1189	67	1463	47	1630	80
ENSMUSG00000035530	NA	14806	6351	13870	5557	14866	9736	14536	5958
ENSMUSG00000035557	NA	0	0	0	0	3	0	0	0
ENSMUSG00000035575	NA	1911	389	2295	479	2923	906	2776	533
ENSMUSG00000035592	NA	0	0	0	0	2	0	0	0
ENSMUSG00000035775	NA	4959	18083	2871	24518	3468	42341	5071	25563
ENSMUSG00000035831	NA	0	0	0	0	0	0	0	0
ENSMUSG00000035849	NA	38	45	31	58	33	122	36	51
ENSMUSG00000035992	NA	618	338	876	767	1198	961	1476	595
ENSMUSG00000036045	NA	0	0	0	0	0	0	0	0
ENSMUSG00000036117	NA	1	0	0	0	0	0	4	0
ENSMUSG00000036216	NA	38	1267	67	2469	24	2890	47	1516
ENSMUSG00000036264	NA	9	0	22	0	9	0	24	0
ENSMUSG00000036275	NA	3275	903	3584	840	3341	1158	3585	784
ENSMUSG00000036309	NA	6318	2974	7698	3207	7154	5297	7310	3040
ENSMUSG00000036391	NA	2108	2020	2153	2886	3200	4828	3249	2781
ENSMUSG00000036545	NA	0	0	0	0	0	0	0	0
ENSMUSG00000036620	NA	7232	1978	7317	2067	6250	2421	6885	1851
ENSMUSG00000036644	NA	2243	1217	2125	1333	2342	2181	2326	1234
ENSMUSG00000036819	NA	700	258	813	203	820	368	836	246
ENSMUSG00000036860	NA	1073	492	990	479	885	667	901	458
ENSMUSG00000036964	NA	13	6	7	7	19	12	25	9
ENSMUSG00000037001	NA	153	11	158	15	218	42	177	37
ENSMUSG00000037124	NA	2	2	1	0	0	0	2	0
ENSMUSG00000037145	NA	8229	14643	4475	10656	6369	25707	10112	14607
ENSMUSG00000037243	NA	1379	339	1258	372	1426	622	1471	581
ENSMUSG00000037275	NA	1854	188	2116	248	2478	300	2570	235
ENSMUSG00000037278	NA	4358	772	5218	818	4505	807	5243	818
ENSMUSG00000037331	NA	9735	2367	11024	2604	14691	4454	15187	2948
ENSMUSG00000037335	NA	0	0	0	0	0	0	0	0
ENSMUSG00000037393	NA	0	0	0	0	0	0	0	0
ENSMUSG00000037533	NA	1496	449	1725	648	2856	1172	2986	784
ENSMUSG00000037573	NA	6242	4789	3896	5064	7780	10762	6938	6496
ENSMUSG00000037593	NA	12	25	17	25	12	51	26	22
ENSMUSG00000037601	NA	1360	254	1712	264	1264	307	1479	289
ENSMUSG00000037750	NA	575	304	576	314	549	587	528	244
ENSMUSG00000037791	NA	2387	827	2496	853	2662	1500	2616	1117
ENSMUSG00000037857	NA	2200	840	2391	1424	4062	2238	4128	1756
ENSMUSG00000037907	NA	1038	148	1201	156	1017	126	1040	136
ENSMUSG00000037926	NA	1507	575	1713	623	2021	818	2318	765
ENSMUSG00000037935	NA	3675	945	4221	979	4273	1810	4352	1151
ENSMUSG00000037944	NA	39	0	12	0	14	0	25	2
ENSMUSG00000037958	NA	550	224	594	337	1034	700	999	444
ENSMUSG00000037992	NA	1880	1071	1842	1152	1523	1600	1564	1052
ENSMUSG00000038013	NA	2182	1243	2171	1508	2499	2234	2354	1304
ENSMUSG00000038020	NA	1821	1131	1463	1209	1573	2224	1548	1274
ENSMUSG00000038046	NA	568	58	634	49	595	73	591	79
ENSMUSG00000038057	NA	3	0	8	0	5	0	9	0
ENSMUSG00000038067	NA	0	0	0	2	3	0	3	0
ENSMUSG00000038150	NA	799	987	741	1588	787	2701	753	1485
ENSMUSG00000038178	NA	2679	9472	1562	12060	2013	28527	2673	11709
ENSMUSG00000038188	NA	125	323	89	395	77	515	109	521
ENSMUSG00000038195	NA	268	451	207	394	175	635	231	488
ENSMUSG00000038208	NA	1769	761	1502	743	1449	1020	1747	709
ENSMUSG00000038216	NA	0	0	0	0	2	0	0	0
ENSMUSG00000038217	NA	151	393	113	708	118	1306	145	829
ENSMUSG00000038224	NA	71	31	106	27	165	24	120	33
ENSMUSG00000038255	NA	13	0	65	0	44	0	46	0
ENSMUSG00000038268	NA	304	62	355	54	340	55	324	60
ENSMUSG00000038290	NA	1686	548	1675	503	1741	877	1937	584
ENSMUSG00000038335	NA	1456	174	1647	232	2113	317	2160	277
ENSMUSG00000038351	NA	960	453	898	468	1024	536	848	362
ENSMUSG00000038352	NA	49	12	35	4	51	8	42	13
ENSMUSG00000038366	NA	16949	12462	15416	13032	14923	19935	16313	10962
ENSMUSG00000038437	NA	4403	1366	4375	1362	5427	2142	4392	1154
ENSMUSG00000038453	NA	6	19	4	34	3	39	9	21
ENSMUSG00000038485	NA	942	290	1114	304	1477	465	1365	316
ENSMUSG00000038517	NA	19	6	12	2	6	0	6	3
ENSMUSG00000038534	NA	2098	1323	1597	887	1695	1631	1985	1593
ENSMUSG00000038560	NA	0	0	0	0	0	0	0	0
ENSMUSG00000038615	NA	5207	1782	4557	1888	5691	2927	5786	2181
ENSMUSG00000038692	NA	19	6	31	5	6	2	36	20
ENSMUSG00000038700	NA	31	8	30	11	14	2	41	27
ENSMUSG00000038721	NA	36	16	36	4	21	8	59	27
ENSMUSG00000038756	NA	15	1	15	8	10	8	4	5
ENSMUSG00000038807	NA	2608	716	3054	796	3188	941	3198	810
ENSMUSG00000038811	NA	141	143	105	72	103	136	71	137
ENSMUSG00000038845	NA	8466	2190	8273	2022	7479	2400	8199	1878
ENSMUSG00000038893	NA	177	62	243	56	222	43	241	48
ENSMUSG00000038909	NA	3493	995	3841	1054	3965	1573	4171	966
ENSMUSG00000038967	NA	2566	2312	2677	2516	2199	5003	1816	1755
ENSMUSG00000038976	NA	1952	1135	2284	1100	2124	2053	1849	1049
ENSMUSG00000038994	NA	0	0	0	0	0	0	2	0
ENSMUSG00000039055	NA	515	28	650	44	590	33	572	52
ENSMUSG00000039084	NA	39	21	66	23	42	45	44	16
ENSMUSG00000039096	NA	447	186	480	398	403	288	479	371
ENSMUSG00000039110	NA	181	66	237	144	258	187	222	118
ENSMUSG00000039198	NA	0	0	2	0	0	0	0	0
ENSMUSG00000039208	NA	1407	1185	974	1193	1198	1877	979	1166
ENSMUSG00000039230	NA	2807	921	2860	898	2515	1403	3020	920
ENSMUSG00000039238	NA	1	0	6	0	8	0	7	0
ENSMUSG00000039253	NA	328	104	497	100	451	151	409	66
ENSMUSG00000039275	NA	1902	472	2253	476	2632	799	2630	459
ENSMUSG00000039294	NA	859	476	991	453	805	769	930	611
ENSMUSG00000039307	NA	779	670	695	648	732	1106	696	821
ENSMUSG00000039321	NA	0	0	0	0	0	0	0	0
ENSMUSG00000039329	NA	0	0	0	0	0	0	0	0
ENSMUSG00000039337	NA	2	0	0	4	0	4	0	0
ENSMUSG00000039364	NA	987	6122	1094	10490	804	22387	830	6270
ENSMUSG00000039450	NA	455	524	446	616	390	855	394	504
ENSMUSG00000039640	NA	7186	2802	7377	2525	6326	4082	6720	2682
ENSMUSG00000039670	NA	374	158	335	123	268	210	252	131
ENSMUSG00000039691	NA	0	1	0	2	0	0	0	0
ENSMUSG00000039703	NA	2843	1328	3099	1475	2978	2107	3374	1320
ENSMUSG00000039741	NA	1360	499	1309	501	2024	849	1907	549
ENSMUSG00000039781	NA	350	23	376	19	415	12	389	22
ENSMUSG00000039850	NA	1218	517	1198	443	1033	955	1111	512
ENSMUSG00000039908	NA	315	207	242	276	260	342	331	238
ENSMUSG00000039963	NA	8	4	9	4	3	0	7	0
ENSMUSG00000039976	NA	168	74	162	82	232	99	172	57
ENSMUSG00000039989	NA	934	544	747	374	1189	748	876	527
ENSMUSG00000040158	NA	2845	2205	2315	2208	2410	3390	2654	1903
ENSMUSG00000040283	NA	10	0	17	0	8	2	12	0
ENSMUSG00000040328	NA	10	21	20	22	21	66	45	51
ENSMUSG00000040350	NA	216	249	170	302	219	586	235	397
ENSMUSG00000040365	NA	1719	743	1705	762	1726	1188	1834	818
ENSMUSG00000040373	NA	0	0	0	0	0	0	2	0
ENSMUSG00000040405	NA	14	4	11	0	6	2	17	4
ENSMUSG00000040413	NA	1	0	2	2	2	0	2	4
ENSMUSG00000040430	NA	66	60	113	13	123	42	112	91
ENSMUSG00000040447	NA	266	1091	136	1563	209	3006	172	1140
ENSMUSG00000040463	NA	9701	897	11334	953	11023	1163	11190	1241
ENSMUSG00000040471	NA	1252	690	1363	732	1279	1178	1184	815
ENSMUSG00000040481	NA	2608	879	3020	1052	4691	1770	4583	1294
ENSMUSG00000040483	NA	145	220	113	216	150	565	199	353
ENSMUSG00000040489	NA	0	0	0	0	0	0	0	0
ENSMUSG00000040528	NA	23	8	33	11	20	17	32	13
ENSMUSG00000040543	NA	50	22	48	12	44	2	55	10
ENSMUSG00000040548	NA	1654	864	1614	1273	2225	2265	2485	1123
ENSMUSG00000040554	NA	0	2	2	0	2	0	6	0
ENSMUSG00000040592	NA	173	16	143	4	89	18	154	12
ENSMUSG00000040594	NA	7	0	2	0	4	0	0	0
ENSMUSG00000040599	NA	1119	151	1491	216	1563	409	1621	222
ENSMUSG00000040610	NA	0	0	0	0	0	0	0	0
ENSMUSG00000040620	NA	1490	232	1776	367	2138	539	2039	335
ENSMUSG00000040667	NA	3266	1029	3303	848	3665	1416	4311	1082
ENSMUSG00000040699	NA	225	149	202	42	187	75	211	160
ENSMUSG00000040711	NA	224	16	369	12	372	18	323	21
ENSMUSG00000040712	NA	4157	3617	3099	3161	3601	4879	3799	4519
ENSMUSG00000040746	NA	2515	2402	2646	3164	2101	4418	2016	2665
ENSMUSG00000040767	NA	525	109	491	102	373	98	520	70
ENSMUSG00000040829	NA	27	29	12	17	11	39	12	24
ENSMUSG00000040838	NA	0	0	0	0	0	0	2	0
ENSMUSG00000040850	NA	3119	1274	3919	1858	5447	3319	6072	2198
ENSMUSG00000040904	NA	4	1	5	5	11	0	3	10
ENSMUSG00000040919	NA	0	0	0	0	0	0	0	0
ENSMUSG00000040938	NA	388	86	388	138	348	146	264	95
ENSMUSG00000040950	NA	9	0	5	0	0	2	13	0
ENSMUSG00000040963	NA	1	2	6	0	8	0	0	0
ENSMUSG00000040978	NA	44	11	47	9	73	47	55	17
ENSMUSG00000040985	NA	11	13	17	8	17	28	13	11
ENSMUSG00000041046	NA	4	0	9	0	3	2	2	0
ENSMUSG00000041073	NA	17	6	12	4	21	10	33	8
ENSMUSG00000041126	NA	5843	1600	6848	1739	5625	2257	4764	1437
ENSMUSG00000041164	NA	6129	2512	6199	2350	6038	3315	6547	2415
ENSMUSG00000041165	NA	1	0	0	0	0	0	0	0
ENSMUSG00000041189	NA	66	65	62	66	104	120	62	89
ENSMUSG00000041231	NA	925	290	920	267	989	407	1152	285
ENSMUSG00000041278	NA	830	311	837	306	898	566	889	457
ENSMUSG00000041287	NA	2	2	4	3	0	1	0	0
ENSMUSG00000041329	NA	4	2	2	2	6	2	6	2
ENSMUSG00000041346	NA	784	345	804	351	863	583	710	366
ENSMUSG00000041592	NA	31	7	14	8	22	9	34	6
ENSMUSG00000041598	NA	3463	1271	3428	1469	3375	2060	3487	1235
ENSMUSG00000041623	NA	361	111	389	161	483	252	387	115
ENSMUSG00000041629	NA	1081	467	1106	459	1054	633	941	436
ENSMUSG00000041654	NA	3110	1060	3349	1223	2953	1313	3480	1065
ENSMUSG00000041674	NA	14	0	35	2	18	2	24	0
ENSMUSG00000041695	NA	394	166	520	232	698	368	804	209
ENSMUSG00000041797	NA	7	0	0	0	0	2	8	0
ENSMUSG00000041798	NA	21	8	51	0	68	5	50	0
ENSMUSG00000041828	NA	0	0	0	2	0	2	0	2
ENSMUSG00000041895	NA	726	168	876	178	838	181	1010	154
ENSMUSG00000041920	NA	981	764	868	1298	1020	2575	1255	1129
ENSMUSG00000041958	NA	3451	1260	3226	1605	3211	2006	3248	1238
ENSMUSG00000041961	NA	947	98	1079	104	1457	126	1292	111
ENSMUSG00000042032	NA	2763	1169	3003	1230	2666	1880	3159	1143
ENSMUSG00000042148	NA	1824	671	1812	643	1707	886	2018	680
ENSMUSG00000042189	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042200	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042208	NA	362	77	470	117	658	204	624	129
ENSMUSG00000042298	NA	1136	546	1076	670	1382	1191	1386	695
ENSMUSG00000042302	NA	540	268	548	389	920	854	741	408
ENSMUSG00000042331	NA	1821	1144	1653	1043	2107	1940	2591	1117
ENSMUSG00000042363	NA	851	403	841	442	1274	972	1341	591
ENSMUSG00000042371	NA	8	2	1	4	2	6	3	2
ENSMUSG00000042377	NA	928	711	922	773	923	1209	977	630
ENSMUSG00000042436	NA	0	0	0	0	0	0	2	0
ENSMUSG00000042506	NA	4557	1335	4956	1491	5239	2283	5402	1179
ENSMUSG00000042529	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042549	NA	57	22	44	33	86	37	73	26
ENSMUSG00000042569	NA	2036	1199	2377	1617	2082	2534	2092	1452
ENSMUSG00000042650	NA	3757	1790	4180	1987	5003	3354	5145	1903
ENSMUSG00000042678	NA	1	8	4	8	0	13	3	12
ENSMUSG00000042709	NA	1601	658	1702	626	1600	1010	1644	709
ENSMUSG00000042826	NA	103	75	95	97	136	135	119	101
ENSMUSG00000042988	NA	2	18	2	27	4	42	0	18
ENSMUSG00000043029	NA	70	75	37	57	22	113	108	93
ENSMUSG00000043099	NA	42	80	12	12	31	29	39	71
ENSMUSG00000043284	NA	1714	487	1730	435	1514	650	1630	464
ENSMUSG00000043314	NA	0	0	0	0	0	0	0	0
ENSMUSG00000043372	NA	110	39	130	43	105	62	88	42
ENSMUSG00000043419	NA	46	4	48	0	51	3	48	2
ENSMUSG00000043439	NA	40	4	48	0	73	0	73	4
ENSMUSG00000043448	NA	2	0	2	4	6	20	0	2
ENSMUSG00000043485	NA	0	0	0	0	0	0	0	0
ENSMUSG00000043522	NA	0	0	0	0	0	0	0	0
ENSMUSG00000043602	NA	104	55	121	38	130	71	114	50
ENSMUSG00000043644	NA	89	27	88	37	49	46	96	22
ENSMUSG00000043648	NA	81	4	93	6	107	7	72	0
ENSMUSG00000043692	NA	0	0	0	0	0	0	0	0
ENSMUSG00000043857	NA	0	0	0	0	0	0	2	0
ENSMUSG00000043880	NA	2	0	6	0	0	0	5	2
ENSMUSG00000043993	NA	68	31	57	54	47	58	47	32
ENSMUSG00000043999	NA	2	4	6	6	3	0	0	6
ENSMUSG00000044034	NA	14	3	8	2	14	5	11	1
ENSMUSG00000044041	NA	0	0	0	2	2	0	2	0
ENSMUSG00000044052	NA	62	4	52	5	54	18	71	13
ENSMUSG00000044056	NA	1	0	2	0	5	0	4	0
ENSMUSG00000044061	NA	0	0	0	0	0	0	1	0
ENSMUSG00000044066	NA	829	71	1023	98	1469	98	1243	120
ENSMUSG00000044068	NA	136	167	132	217	146	273	164	235
ENSMUSG00000044072	NA	9	20	29	9	33	19	51	32
ENSMUSG00000044084	NA	0	0	2	0	2	0	0	1
ENSMUSG00000044122	NA	14	2	9	0	19	4	12	11
ENSMUSG00000044170	NA	0	0	0	0	0	0	0	0
ENSMUSG00000044177	NA	6	1	10	2	12	2	8	0
ENSMUSG00000044243	NA	0	0	5	2	2	2	0	0
ENSMUSG00000044296	NA	7	4	12	0	18	2	29	6
ENSMUSG00000044328	NA	209	310	174	335	174	560	171	368
ENSMUSG00000044352	NA	938	1022	386	972	863	2149	770	1156
ENSMUSG00000044367	NA	1150	314	1053	311	1163	453	731	223
ENSMUSG00000044502	NA	1536	389	1750	366	1474	525	1450	369
ENSMUSG00000044542	NA	0	0	0	0	0	0	0	0
ENSMUSG00000044629	NA	0	0	0	0	0	0	2	2
ENSMUSG00000044639	NA	0	0	0	0	0	0	0	0
ENSMUSG00000044649	NA	0	0	0	0	0	0	0	0
ENSMUSG00000044707	NA	535	204	608	197	616	398	533	192
ENSMUSG00000044749	NA	0	0	2	0	0	0	0	0
ENSMUSG00000044751	NA	131	76	117	100	166	133	170	97
ENSMUSG00000044787	NA	2	0	10	0	0	0	0	1
ENSMUSG00000044788	NA	37	38	27	56	60	58	27	14
ENSMUSG00000044795	NA	253	60	228	68	254	172	280	81
ENSMUSG00000044807	NA	4	0	6	0	28	0	13	0
ENSMUSG00000044811	NA	12	14	7	0	5	0	32	0
ENSMUSG00000044847	NA	548	66	662	105	781	140	685	104
ENSMUSG00000044894	NA	6817	4257	6780	3768	5435	5486	6042	3794
ENSMUSG00000044949	NA	23	8	49	2	58	15	40	16
ENSMUSG00000044950	NA	951	210	1163	232	1581	447	1398	374
ENSMUSG00000044966	NA	140	3	199	10	269	7	297	13
ENSMUSG00000045007	NA	19	1	17	1	31	8	20	6
ENSMUSG00000045065	NA	0	0	0	0	2	0	0	0
ENSMUSG00000045075	NA	1	0	0	0	0	0	0	0
ENSMUSG00000045109	NA	0	0	0	0	0	0	0	0
ENSMUSG00000045140	NA	322	91	357	55	419	115	376	67
ENSMUSG00000045176	NA	177	170	193	223	196	319	153	225
ENSMUSG00000045287	NA	1069	447	1376	538	1346	1115	1062	491
ENSMUSG00000045288	NA	0	0	0	0	2	6	2	2
ENSMUSG00000045374	NA	876	664	874	794	906	980	987	878
ENSMUSG00000045377	NA	20	6	19	8	16	16	13	27
ENSMUSG00000045421	NA	0	0	0	0	0	0	0	0
ENSMUSG00000045471	NA	0	0	0	0	0	0	2	0
ENSMUSG00000045532	NA	0	0	0	0	2	0	0	0
ENSMUSG00000045545	NA	4	0	0	0	6	0	5	2
ENSMUSG00000045667	NA	12	0	8	0	22	2	14	0
ENSMUSG00000045671	NA	1641	559	1940	684	1828	895	2066	600
ENSMUSG00000045775	NA	1954	3496	903	2712	1329	5410	1286	3793
ENSMUSG00000045877	NA	130	26	105	43	71	73	58	44
ENSMUSG00000045915	NA	0	2	0	2	0	2	2	4
ENSMUSG00000045942	NA	19	8	20	8	10	13	4	5
ENSMUSG00000045980	NA	421	251	350	307	421	567	376	239
ENSMUSG00000046010	NA	496	182	537	205	551	383	528	198
ENSMUSG00000046095	NA	1	0	4	0	3	0	2	2
ENSMUSG00000046207	NA	4	4	2	0	4	2	0	11
ENSMUSG00000046215	NA	38	3	48	0	42	2	32	0
ENSMUSG00000046275	NA	2	0	2	0	0	0	0	0
ENSMUSG00000046311	NA	608	174	862	280	1293	428	1344	332
ENSMUSG00000046417	NA	1585	1359	1204	1158	1156	1998	1236	1129
ENSMUSG00000046442	NA	42	4	57	6	77	11	71	2
ENSMUSG00000046474	NA	0	0	0	2	0	2	0	2
ENSMUSG00000046490	NA	0	0	0	0	0	0	0	0
ENSMUSG00000046491	NA	0	0	0	0	0	0	0	0
ENSMUSG00000046605	NA	553	125	439	106	515	181	599	127
ENSMUSG00000046634	NA	0	0	1	2	2	0	1	0
ENSMUSG00000046697	NA	72	2011	134	5700	89	12014	113	3743
ENSMUSG00000046719	NA	0	0	4	0	2	2	2	0
ENSMUSG00000046731	NA	91	74	121	121	112	182	113	100
ENSMUSG00000046755	NA	0	0	0	0	0	0	0	0
ENSMUSG00000046756	NA	2527	789	2897	658	2516	1012	2426	785
ENSMUSG00000046811	NA	23	31	19	74	28	54	21	43
ENSMUSG00000046879	NA	1570	577	1215	316	1712	935	2073	757
ENSMUSG00000046909	NA	375	104	372	87	396	151	426	87
ENSMUSG00000046974	NA	0	0	0	0	0	0	0	0
ENSMUSG00000047040	NA	4815	3655	4963	3336	4250	5668	3896	3530
ENSMUSG00000047126	NA	14264	8149	16275	10768	20878	18695	23797	10675
ENSMUSG00000047181	NA	65	36	82	20	76	69	54	44
ENSMUSG00000047197	NA	4	0	0	0	1	2	3	0
ENSMUSG00000047205	NA	253	44	362	69	404	38	388	37
ENSMUSG00000047253	NA	0	0	0	0	0	0	0	0
ENSMUSG00000047260	NA	1683	485	1822	428	1785	600	1828	486
ENSMUSG00000047284	NA	2938	1361	2654	1363	3649	2373	3220	1600
ENSMUSG00000047342	NA	22	0	17	4	22	6	33	6
ENSMUSG00000047444	NA	0	0	0	0	0	0	0	0
ENSMUSG00000047511	NA	2	6	2	0	4	4	4	2
ENSMUSG00000047564	NA	4	4	1	8	6	2	0	8
ENSMUSG00000047702	NA	31	4	20	0	28	5	69	8
ENSMUSG00000047759	NA	0	0	0	2	4	0	0	0
ENSMUSG00000047773	NA	0	0	0	0	4	0	12	0
ENSMUSG00000047798	NA	22	6	12	16	21	4	44	8
ENSMUSG00000047804	NA	904	384	955	447	1320	722	1366	472
ENSMUSG00000047821	NA	1365	869	1351	967	1305	1409	1378	848
ENSMUSG00000047861	NA	0	0	0	0	0	0	0	0
ENSMUSG00000047904	NA	8	4	15	6	15	5	4	4
ENSMUSG00000047988	NA	2	0	0	0	0	0	0	0
ENSMUSG00000048013	NA	12	0	20	0	13	0	14	0
ENSMUSG00000048070	NA	128	28	97	21	129	31	272	27
ENSMUSG00000048076	NA	16773	9972	16126	10490	15499	16025	17843	10020
ENSMUSG00000048217	NA	2104	1429	1981	1265	1783	2200	1823	1297
ENSMUSG00000048277	NA	7889	1996	7878	2185	6345	2474	7211	1938
ENSMUSG00000048294	NA	0	0	0	0	0	0	0	0
ENSMUSG00000048329	NA	450	336	303	437	279	563	370	459
ENSMUSG00000048378	NA	0	0	0	0	0	0	0	0
ENSMUSG00000048442	NA	50	62	99	44	77	64	67	34
ENSMUSG00000048445	NA	268	43	285	57	305	54	270	52
ENSMUSG00000048497	NA	789	405	768	388	716	586	762	335
ENSMUSG00000048498	NA	0	0	0	0	0	0	3	0
ENSMUSG00000048616	NA	0	0	2	0	0	0	0	0
ENSMUSG00000048721	NA	4	2	3	0	0	1	1	4
ENSMUSG00000048728	NA	16	0	35	1	39	0	34	0
ENSMUSG00000048732	NA	115	35	132	47	315	66	359	57
ENSMUSG00000048763	NA	10	10	13	2	15	0	19	8
ENSMUSG00000048807	NA	42	26	69	32	54	28	59	18
ENSMUSG00000048834	NA	0	0	0	0	0	0	0	0
ENSMUSG00000048852	NA	16	7	10	4	40	11	76	14
ENSMUSG00000048878	NA	2547	1359	2108	1524	2798	2150	2596	1833
ENSMUSG00000048895	NA	37	24	41	10	29	19	48	28
ENSMUSG00000048919	NA	0	0	0	0	0	0	0	0
ENSMUSG00000048981	NA	5	0	13	0	8	0	12	0
ENSMUSG00000049041	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049154	NA	116	0	170	14	203	16	119	6
ENSMUSG00000049287	NA	948	303	1002	360	1101	428	828	216
