# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-chr11.gtf" "-o" "CD24Mid-7.counts2.txt" "CD24Mid-7.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-7.filtered.bam
ENSMUSG00000087398	11;11	77008914;77009511	77008964;77009873	-;-	414	8
ENSMUSG00000037958	11;11;11;11;11;11;11;11;11;11;11;11;11;11	77044292;77048353;77049273;77050584;77050635;77054494;77054944;77054944;77076654;77076654;77076654;77077974;77078379;77078379	77046754;77048461;77049480;77050712;77050712;77055000;77055000;77055000;77076744;77076744;77076744;77078037;77078435;77078435	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3628	999
ENSMUSG00000077639	11	77052947	77053067	+	121	5
ENSMUSG00000065518	11	77078064	77078172	-	109	0
ENSMUSG00000050944	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77089915;77089944;77090185;77102720;77102794;77102794;77103230;77104098;77104098;77105342;77105342;77113608;77113608;77113608;77116067;77116067;77116067;77117790;77117790;77117790;77121096;77121096;77121096;77129853;77129853;77129853;77132002;77132002;77132002;77134819;77134819;77134819;77135016;77135016;77135016;77137006;77137006;77137006;77140839;77140839;77151818;77151818;77151818;77163776;77168891;77172305;77188716	77090491;77090491;77090491;77103513;77103062;77102890;77103513;77104351;77104351;77105442;77105442;77113760;77113760;77113760;77116295;77116295;77116295;77117959;77117959;77117959;77121385;77121385;77121385;77130009;77130009;77130009;77132216;77132216;77132216;77134911;77134911;77134911;77135093;77135093;77135093;77137793;77138295;77138295;77140938;77140938;77151973;77151925;77151973;77163846;77168916;77172461;77188968	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5164	174
ENSMUSG00000082550	11	77107852	77108180	-	329	5
ENSMUSG00000102038	11	77149628	77150525	+	898	41
ENSMUSG00000109010	11;11	77200125;77200771	77200153;77200819	-;-	78	3
ENSMUSG00000037926	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77216287;77216287;77278146;77327453;77327453;77346743;77348280;77348282;77348288;77391437;77393050;77393050;77393050;77393050;77393050;77398205;77398205;77398205;77398205;77408126;77408126;77408126;77408126;77412610;77416415;77416415;77416418;77417466;77417466;77417466;77421216;77421216;77421216;77425301;77425301;77425301;77425523;77425523;77425523;77429786;77429786;77429786;77437626;77437626;77441858;77441858;77449388;77449388;77453390;77453390	77216515;77216515;77278226;77327496;77327496;77350188;77348553;77348553;77348553;77394003;77393153;77393153;77393153;77393153;77393153;77398269;77398269;77398269;77398269;77408247;77408247;77408247;77408247;77413635;77416483;77416483;77416483;77417531;77417531;77417531;77421410;77421410;77421410;77425394;77425394;77425394;77425651;77425651;77425651;77432157;77429832;77429832;77437772;77437772;77442058;77442058;77450222;77450222;77455521;77460220	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	18519	2318
ENSMUSG00000077649	11	77244928	77245015	-	88	0
ENSMUSG00000083899	11;11	77293444;77295074	77294873;77295898	+;+	2255	5987
ENSMUSG00000020836	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77462411;77462645;77463656;77463836;77463836;77463852;77463852;77463911;77463911;77465666;77465666;77465666;77465666;77465666;77466195;77466195;77466195;77466195;77466195;77466418;77466418;77466418;77466418;77466418;77467224;77467750;77467750;77468266;77468266;77468266;77468266;77468266;77468461;77468461;77468461;77468461;77468461;77468910;77468910;77468910;77468910;77468910;77469057;77469057;77469057;77469057;77469057;77469376;77469379;77469379;77469379;77469379	77462754;77462754;77463723;77464110;77464110;77463954;77464110;77464110;77464110;77465788;77465788;77465788;77465788;77465788;77466324;77466324;77466324;77466324;77466324;77466599;77466599;77466599;77466599;77466599;77467343;77467869;77467869;77468370;77468370;77468370;77468370;77468370;77468606;77468606;77468606;77468606;77468606;77468967;77468967;77468967;77468967;77468967;77469287;77469287;77469287;77469287;77469287;77469601;77469501;77469501;77469601;77470484	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3011	3
ENSMUSG00000037907	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77470485;77470485;77470487;77470487;77472014;77472115;77472302;77472302;77472302;77472449;77472449;77472449;77472449;77472449;77472725;77472725;77472725;77472772;77473011;77473011;77473011;77473011;77473011;77473011;77473281;77473281;77473281;77473281;77473580;77473580;77473580;77473580;77473580;77473580;77474523;77474523;77474523;77474523;77474523;77476183;77476183;77476183;77476183;77476183;77476327;77476327;77476327;77476327;77476602;77476602;77476602;77477291;77477291;77477420;77477420;77477643;77477643;77489439;77489439	77471823;77472378;77471878;77471823;77472179;77472378;77472378;77472378;77472378;77472877;77472612;77472877;77472612;77472612;77472877;77472877;77472877;77472877;77473200;77473411;77473168;77473168;77473411;77473168;77473411;77473411;77473411;77473411;77473644;77473644;77473644;77473625;77473644;77473644;77474604;77474604;77474604;77474604;77474604;77476247;77476249;77476249;77476249;77476249;77476516;77476516;77476516;77476436;77476765;77476745;77476745;77477336;77477336;77477544;77477544;77477778;77477778;77489678;77489666	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3839	1040
ENSMUSG00000011877	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77493562;77493571;77498965;77498965;77499091;77499517;77499517;77499517;77499739;77499739;77499739;77500348;77500348;77500348;77500647;77500647;77500647;77500988;77501072;77501072;77501072;77502479;77502829;77502829;77502829;77503018;77503018;77503018;77503018;77503356;77503356;77503356;77503356;77503921;77503921;77503921;77504372;77504372;77504372;77504372;77504599;77504599;77504599;77504599;77504868;77504868;77504868;77505136;77505323;77505323;77505323;77505504;77505504;77505504;77505680;77505680;77505880;77505880;77505880;77506179;77506179;77506396;77506396	77493634;77493634;77499098;77499098;77499098;77499629;77499629;77499629;77499844;77499844;77499844;77500565;77500565;77500565;77500741;77500741;77500741;77501114;77501114;77501114;77501114;77503066;77502855;77502855;77502855;77503115;77503066;77503066;77503066;77503428;77504018;77503428;77503428;77504018;77504018;77504018;77504483;77504483;77504483;77504483;77504832;77504732;77504732;77504732;77505085;77505251;77505251;77505251;77505376;77505376;77505376;77505753;77505590;77505590;77505753;77505753;77506039;77506062;77506062;77506242;77506242;77507786;77507786	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4838	3513
ENSMUSG00000044328	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77508099;77508457;77508611;77508970;77509076;77509076;77509101;77509598;77509598;77509598;77509598;77512653;77512653;77512653;77512653;77512744;77512897;77512897;77512897;77513160;77515550;77515835	77508377;77508991;77508991;77508991;77509367;77509273;77509273;77509726;77509726;77509726;77509726;77512694;77512694;77512763;77512694;77512965;77512965;77513035;77512965;77513370;77515731;77515980	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2157	171
ENSMUSG00000000686	11;11;11;11;11;11	77515121;77515984;77518316;77518618;77538235;77538235	77516052;77516052;77520045;77518837;77538605;77538607	+;+;+;+;+;+	3035	21
ENSMUSG00000072673	11;11	77516660;77518306	77517498;77519198	-;-	1732	0
ENSMUSG00000017291	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77529162;77529162;77540054;77540054;77541625;77541625;77545289;77545289;77549272;77549272;77550872;77550872;77553673;77553673;77555564;77555564;77559742;77559742;77560254;77560254;77563664;77563664;77565746;77565746;77571607;77571607;77573696;77573696;77575573;77575573;77577323;77577323;77578726;77578726;77579774;77579774;77585273;77585273;77607208	77538328;77538328;77540236;77540236;77541837;77541837;77545528;77545528;77549475;77549475;77551000;77551000;77553909;77553909;77555698;77555698;77559945;77559945;77560421;77560421;77563745;77563745;77565839;77565839;77571698;77571698;77573809;77573809;77575669;77575669;77577368;77577368;77578827;77578827;77579845;77579845;77585494;77585506;77607815	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12421	4423
ENSMUSG00000081451	11	77542133	77543080	+	948	8
ENSMUSG00000082646	11	77639854	77640033	+	180	0
ENSMUSG00000081543	11	77644144	77644910	-	767	0
ENSMUSG00000077442	11	77658576	77658707	-	132	0
ENSMUSG00000037857	11;11;11;11;11;11;11;11;11;11;11;11;11	77686155;77686172;77687459;77687601;77688287;77691542;77691542;77691542;77691542;77705509;77705509;77709683;77741686	77686507;77686507;77687811;77687811;77688331;77691920;77691718;77693254;77693254;77705541;77705541;77712741;77741921	+;+;+;+;+;+;+;+;+;+;+;+;+	5792	4128
ENSMUSG00000000724	11;11;11;11;11;11;11;11;11	77718615;77718627;77719388;77719388;77720889;77720889;77722609;77723550;77725251	77718902;77718902;77719530;77719530;77721030;77721834;77722727;77723614;77725283	-;-;-;-;-;-;-;-;-	1594	2
ENSMUSG00000081924	11;11;11	77747041;77747290;77747646	77747107;77747436;77748041	+;+;+	610	1
ENSMUSG00000000631	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77763246;77763301;77765603;77766736;77772151;77777235;77777235;77777235;77777235;77777235;77777265;77777265;77777293;77777293;77777316;77801298;77801337;77801350;77801350;77801375;77801375;77807791;77809806;77811515;77812009;77812009;77814634;77815856;77815856;77815856;77815856;77815856;77815856;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817619;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77817899;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818102;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818581;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77818911;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77819977;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77820798;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821042;77821530;77822663;77822663;77822663;77822663;77822663;77822663;77822663;77822663;77822663;77822663;77822663;77822666;77823090;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823276;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77823762;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824093;77824554;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77825103;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827536;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77827791;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829177;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77829620;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77832394;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77836417;77838087;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840681;77840933;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841448;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77841919;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842148;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77842457;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843104;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77843517;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845396;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77845608;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846372;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77846891;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847292;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77847925;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849370;77849451;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850222;77850656;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77850746;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853217;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853752;77853864;77854678;77854678;77854678;77854678;77857479;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77857723;77859019;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691;77864691	77763379;77763379;77765716;77766886;77772225;77778314;77780195;77777406;77778314;77778314;77778314;77778314;77778314;77778314;77778314;77801380;77801380;77801380;77801380;77801380;77801380;77807944;77809858;77811581;77812191;77812719;77814711;77815891;77815891;77815891;77815891;77815891;77815999;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77817706;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818005;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818278;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77818794;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77819053;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820077;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77820861;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821186;77821550;77822674;77822674;77822674;77822674;77822674;77822674;77822674;77822674;77822674;77822674;77822674;77822674;77823104;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823446;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77823852;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824285;77824691;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77825183;77827641;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827677;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77827950;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829363;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77829863;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77832503;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77836482;77838168;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77840809;77842008;77841568;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77841591;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77842008;77844878;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842267;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77842568;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843231;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77843671;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845519;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77845808;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846482;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77846995;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77847438;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77848038;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77849486;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850305;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77850883;77853454;77853325;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853402;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77853891;77854722;77854722;77854722;77854722;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77857845;77860331;77865076;77865195;77865980;77865056;77864837;77865980;77865109;77865837;77864848;77865143;77865142;77865980;77865980;77865980;77865980;77865980	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	16037	5623
ENSMUSG00000069804	11	77785453	77787747	-	2295	41
ENSMUSG00000017453	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77880615;77881060;77881501;77881501;77882118;77882118;77882617;77882619;77883129;77883129;77883779;77883779;77884413;77892112;77893667	77881254;77881254;77881576;77881576;77882686;77882276;77882763;77882763;77883311;77883311;77883992;77883992;77884544;77892260;77894096	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2470	1117
ENSMUSG00000055045	11;11;11	77912127;77919639;77929258	77915391;77919756;77929288	-;-;-	3414	0
ENSMUSG00000000632	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	77930800;77930839;77930917;77931012;77931039;77951305;77953408;77953408;77953408;77953408;77953408;77953408;77953853;77954750;77954750;77954750;77954750;77954750;77954750;77954750;77962855;77962855;77962855;77962855;77962855;77962855;77968902;77968902;77968902;77968902;77968902;77969011;77972848;77972848;77972848;77972848;77972848;77972848;77973094;77973094;77973094;77973094;77973094;77973094;77973173;77973747;77973783;77973783;77973783;77973783;77973783;77973838;77974191;77974191;77974191;77974191;77974191;77974440;77974440;77974440;77974440;77974440;77975146;77975146;77975146;77975146;77975146;77976472;77976472;77976472;77976472;77976472;77976744;77976744;77976744;77976744;77976744;77977245;77977245;77977245;77977245;77977537;77977537;77977537;77977537;77977537;77977742;77977742;77977742;77977742;77977742;77978013;77978013;77978013;77978013;77978029	77931114;77931114;77931114;77931114;77931114;77951444;77954067;77954067;77954067;77954067;77954067;77954067;77954067;77954762;77954883;77954883;77954883;77954883;77954883;77954883;77963050;77963050;77964091;77963050;77963050;77963050;77969087;77969087;77969087;77969087;77969087;77969087;77973016;77973016;77973016;77973016;77973016;77973016;77973260;77973260;77973260;77973260;77973260;77973260;77973260;77973977;77973977;77974329;77973977;77974636;77973977;77973977;77974329;77974374;77974329;77974329;77974329;77974488;77974636;77974636;77974636;77974636;77975340;77975340;77975340;77975340;77975340;77976663;77976663;77976663;77976663;77976663;77976941;77976941;77976941;77976941;77976941;77977283;77977283;77977283;77977283;77977654;77977654;77977654;77977654;77977654;77977844;77977844;77977844;77977844;77977844;77979048;77978061;77979048;77979048;77979040	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5779	1
